variant,input_block,variant_label,scenario,scenario_label,sex,sex_label,period,projection_zone,mean,lwr,upr
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2023,credible,872.1640854861703,796.694186050044,952.446347132113
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2024,credible,870.5481494732271,792.7582066589848,953.7080831799752
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2025,credible,862.2704762913827,782.6438635085223,947.774888386032
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2026,credible,853.055325192269,771.4116994908163,941.1231598433367
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2027,credible,843.6298748205638,759.7429214040773,934.5207493091428
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2028,credible,835.0748129141728,748.5845141784691,929.2033522257194
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2029,credible,826.8927935154712,737.5241058728683,924.5824450022758
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2030,credible,818.7302356476899,726.3152896934221,920.1831920310673
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2031,caution,811.0170613564001,715.3741448633031,916.4599765948382
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2032,caution,804.2637172831262,705.1527666770103,914.0078135655414
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2033,caution,798.3403898375909,695.5837986513442,912.6345158422512
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2034,caution,792.5919725290591,686.1537818451142,911.5289291443117
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2035,caution,787.0352723230613,676.9139577507466,910.6695932423572
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2036,caution,782.295303387641,668.4109008493955,910.7776368127873
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2037,caution,778.5773976902314,660.8237097839143,912.0917175885126
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2038,caution,775.5657468602108,653.9085815377334,914.2037476792046
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2039,caution,773.2556913567036,647.673729784926,917.0940797724564
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2040,risky,771.7719020109248,642.2277385641852,920.9103957570386
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2041,risky,770.9406668973959,637.4270705725993,925.4521078544317
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2042,risky,770.5861310428481,633.1285720687457,930.5125930962689
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2043,risky,770.8929443126448,629.485448002394,936.3188888420639
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2044,risky,771.558804218576,626.2586447310166,942.4957210748479
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2045,risky,772.1220203926769,623.0945792762241,948.4293292392167
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2046,risky,773.0131630881405,620.3419856342084,954.6375402108239
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2047,risky,774.4861296903326,618.1954850029185,961.4468166184575
baseline,Baseline,Baseline,freeze,Frozen at 2022,M,Male,2048,risky,776.4397142659013,616.5646771938376,968.7329695378141
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2023,credible,422.6506864173297,366.8491278605243,485.53946982377005
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2024,credible,436.46793204813144,377.18065238117856,503.8147968491164
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2025,credible,444.76179109382025,382.84389121562896,515.540060048872
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2026,credible,451.6293496284932,387.28922582208935,525.5967486870215
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2027,credible,457.9022407745212,391.20532885900394,534.9989660250224
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2028,credible,464.51654695129866,395.30812350951334,544.9789100530925
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2029,credible,471.0572068635597,399.2270052989025,555.0869955868916
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2030,credible,477.46512582893934,402.89978025687486,565.273366452941
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2031,credible,483.9292150131924,406.45860637131284,575.7974495544914
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2032,credible,490.3130906003282,409.7695594016119,586.5169703232094
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2033,caution,496.31923215469936,412.59912279900743,597.0429157928322
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2034,caution,501.50177766192127,414.610211314833,606.7807729606119
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2035,caution,505.82689184024474,415.8172262525785,615.6172251356899
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2036,caution,509.94689790316534,416.76618909723805,624.3337143440043
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2037,caution,513.9320095303041,417.5424837252559,632.9826076064361
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2038,caution,517.9453808535231,418.3077266343042,641.7367079149881
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2039,caution,522.5298013477037,419.4948798457839,651.3015459616875
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2040,caution,527.9479998523531,421.305375455787,662.0429981740954
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2041,caution,534.2844726839182,423.7921807398482,674.1074449698533
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2042,caution,541.3140660639378,426.74935018666486,687.2720507420286
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2043,risky,548.538620189742,429.77358268510017,700.9159731185584
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2044,risky,555.694271675011,432.65588859729723,714.6833756583657
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2045,risky,561.9671860544059,434.79395444575255,727.4623802297182
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2046,risky,566.8521893901708,435.8442030476281,738.5109934777145
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2047,risky,570.9512978534168,436.31448975436047,748.5039602882189
baseline,Baseline,Baseline,freeze,Frozen at 2022,F,Female,2048,risky,574.6409400529857,436.523157349957,757.8695503459497
baseline,Baseline,Baseline,quit,Quit,M,Male,2023,credible,872.0826453206283,796.6211755234724,952.3554898723353
baseline,Baseline,Baseline,quit,Quit,M,Male,2024,credible,839.2718095740953,764.3477266806192,919.3545883015317
baseline,Baseline,Baseline,quit,Quit,M,Male,2025,credible,783.8766309124537,711.6355876282068,861.4237441371334
baseline,Baseline,Baseline,quit,Quit,M,Male,2026,credible,741.0914346061829,670.369378721477,817.3412255716415
baseline,Baseline,Baseline,quit,Quit,M,Male,2027,credible,697.7430270569421,628.637947162827,772.5670969561121
baseline,Baseline,Baseline,quit,Quit,M,Male,2028,credible,656.2534433182964,588.6385136210256,729.7719824273295
baseline,Baseline,Baseline,quit,Quit,M,Male,2029,credible,618.6759260653383,552.2324432433905,691.2221210819142
baseline,Baseline,Baseline,quit,Quit,M,Male,2030,credible,586.0487542135522,520.3779238574069,658.0426328995073
baseline,Baseline,Baseline,quit,Quit,M,Male,2031,caution,554.7844441758615,489.89409401478525,626.2074240677425
baseline,Baseline,Baseline,quit,Quit,M,Male,2032,caution,524.84281942524,460.7499645472666,595.678413410466
baseline,Baseline,Baseline,quit,Quit,M,Male,2033,caution,495.6593552082274,432.487717937242,565.7735720146384
baseline,Baseline,Baseline,quit,Quit,M,Male,2034,caution,470.44396585219215,407.91663379235774,540.1477648464529
baseline,Baseline,Baseline,quit,Quit,M,Male,2035,caution,449.81609723813864,387.53739538202456,519.5556209745173
baseline,Baseline,Baseline,quit,Quit,M,Male,2036,caution,430.934994935219,368.85970964599016,500.77136869923606
baseline,Baseline,Baseline,quit,Quit,M,Male,2037,caution,413.371003126636,351.50403975386644,483.3080463801837
baseline,Baseline,Baseline,quit,Quit,M,Male,2038,caution,396.4534342703949,334.9038850138304,466.3676292163826
baseline,Baseline,Baseline,quit,Quit,M,Male,2039,caution,381.23933681387365,319.94186129671897,451.20338977175044
baseline,Baseline,Baseline,quit,Quit,M,Male,2040,risky,367.8750971181864,306.71157830215606,438.02832897729814
baseline,Baseline,Baseline,quit,Quit,M,Male,2041,risky,355.1508651547275,294.18738736150624,425.42434136942836
baseline,Baseline,Baseline,quit,Quit,M,Male,2042,risky,342.8353835333675,282.1709290857111,413.12400749557395
baseline,Baseline,Baseline,quit,Quit,M,Male,2043,risky,330.87746250166737,270.61285148730906,401.07522152147766
baseline,Baseline,Baseline,quit,Quit,M,Male,2044,risky,320.64749568919484,260.62224703329406,390.95249110100116
baseline,Baseline,Baseline,quit,Quit,M,Male,2045,risky,312.20429023117936,252.23062144596972,382.8377066305816
baseline,Baseline,Baseline,quit,Quit,M,Male,2046,risky,304.41974345232717,244.50222875678708,375.3769788907496
baseline,Baseline,Baseline,quit,Quit,M,Male,2047,risky,297.1555979796215,237.31298329301032,368.41630202351325
baseline,Baseline,Baseline,quit,Quit,M,Male,2048,risky,290.16367736874025,230.4532363789146,361.65773862568665
baseline,Baseline,Baseline,quit,Quit,F,Female,2023,credible,422.4553490578628,366.6809929506133,485.31366649828215
baseline,Baseline,Baseline,quit,Quit,F,Female,2024,credible,424.16260211085574,366.57884206811553,489.5709747192596
baseline,Baseline,Baseline,quit,Quit,F,Female,2025,credible,413.5326732134557,356.0298162545829,479.2577223873871
baseline,Baseline,Baseline,quit,Quit,F,Female,2026,credible,405.48027536179137,347.81840981131006,471.75910289010005
baseline,Baseline,Baseline,quit,Quit,F,Female,2027,credible,396.0209094273829,338.4919149073837,462.4995085447964
baseline,Baseline,Baseline,quit,Quit,F,Female,2028,credible,386.644908851104,329.2568912992257,453.3312649696285
baseline,Baseline,Baseline,quit,Quit,F,Female,2029,credible,378.24702723241256,320.8516568322312,445.3467716404656
baseline,Baseline,Baseline,quit,Quit,F,Female,2030,credible,371.47982067655676,313.8161404761792,439.33317813367364
baseline,Baseline,Baseline,quit,Quit,F,Female,2031,credible,364.7986917037571,306.8210358983237,433.49476940498045
baseline,Baseline,Baseline,quit,Quit,F,Female,2032,credible,357.9424604683712,299.63594028024727,427.5284808683402
baseline,Baseline,Baseline,quit,Quit,F,Female,2033,caution,350.4793126272299,291.91850129372943,420.8809197708709
baseline,Baseline,Baseline,quit,Quit,F,Female,2034,caution,343.7742195892603,284.8294825760808,415.1471619341456
baseline,Baseline,Baseline,quit,Quit,F,Female,2035,caution,338.2374225558735,278.72490263804093,410.79093590768923
baseline,Baseline,Baseline,quit,Quit,F,Female,2036,caution,332.9867175465046,272.8691700121186,406.7557257393965
baseline,Baseline,Baseline,quit,Quit,F,Female,2037,caution,327.7901665024817,267.0912350757789,402.7344562975651
baseline,Baseline,Baseline,quit,Quit,F,Female,2038,caution,322.52546652793075,261.3101483361276,398.55744989111207
baseline,Baseline,Baseline,quit,Quit,F,Female,2039,caution,318.1183930657252,256.2649396569809,395.39976915463683
baseline,Baseline,Baseline,quit,Quit,F,Female,2040,caution,314.7710771589308,252.10181922159967,393.5535196116709
baseline,Baseline,Baseline,quit,Quit,F,Female,2041,caution,311.9851517170115,248.4110101822591,392.4210534205785
baseline,Baseline,Baseline,quit,Quit,F,Female,2042,caution,309.5282855633259,244.98845259435782,391.74925862822147
baseline,Baseline,Baseline,quit,Quit,F,Female,2043,risky,307.044881048902,241.54585670005696,391.0918448724642
baseline,Baseline,Baseline,quit,Quit,F,Female,2044,risky,305.18484027042956,238.585537802559,391.2715146549351
baseline,Baseline,Baseline,quit,Quit,F,Female,2045,risky,303.4914605302502,235.763431284318,391.6709401787591
baseline,Baseline,Baseline,quit,Quit,F,Female,2046,risky,301.00327498713574,232.3583364472299,391.00037628024114
baseline,Baseline,Baseline,quit,Quit,F,Female,2047,risky,298.10268830758076,228.68922533788452,389.6931517256537
baseline,Baseline,Baseline,quit,Quit,F,Female,2048,risky,294.915108526984,224.86726848506243,387.87820391006437
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2023,credible,872.5795329892125,797.0460052117465,952.9265980292586
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2024,credible,871.316982835751,793.4314543031438,954.5769874217754
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2025,credible,863.2956949477748,783.5524444241235,948.9232173648567
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2026,credible,854.303996669516,772.5252898404133,942.5152846067651
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2027,credible,845.0708516185832,761.0328129222027,936.1229287957387
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2028,credible,836.6849293808914,750.0285202047035,930.9914945717088
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2029,credible,828.6622533607093,739.111911404811,926.5473852178646
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2030,credible,820.6413535644864,728.0297326975127,922.3065861657316
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2031,caution,813.0504822191579,717.1964759997694,918.7217243928312
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2032,caution,806.4095471539141,707.0722391677135,916.3990675119717
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2033,caution,800.58370145076,697.5854845319078,915.1404106293297
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2034,caution,794.9218863588009,688.2267453177334,914.13859785823945
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2035,caution,789.4421003586954,679.0486136872205,913.373204448064
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2036,caution,784.773305553957,670.6012076703006,913.569840995515
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2037,caution,781.1257820794488,663.0676838195499,914.9732101074023
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2038,caution,778.1750472138274,656.1972979344282,917.1645178615996
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2039,caution,775.9207620692723,650.0021636256897,920.1288949358188
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2040,risky,774.4899451592574,644.5929505048509,924.0166529107554
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2041,risky,773.7087700210832,639.826093183182,928.626964375909
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2042,risky,773.4007960853797,635.5580605237075,933.7525167921001
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2043,risky,773.749172905395,631.9409882735998,939.6183649706966
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2044,risky,774.4522293395494,628.7364129242816,945.8499188682845
rr_low,Incidence relative risk,RR low,freeze,Frozen at 2022,M,Male,2045,risky,775.0415898326694,625.5857157665886,951.8246511870911
