reliability,n_cells,avg_support_frac,min_support_frac,n_clamped_period,n_edge_cohort,sex,seed,dgp,scenario
Caution,178,0.418876404494382,0.36,178,0,M,13,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,13,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,13,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,13,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,13,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,13,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,13,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,13,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,13,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,13,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,13,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,13,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,13,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,13,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,13,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,13,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,13,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,13,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,13,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,13,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,13,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,13,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,13,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,13,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,13,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,13,spec_linear,quit
Historical,1375,NA,NA,0,0,M,13,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,13,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,13,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,13,spec_linear,quit
Historical,1375,NA,NA,0,0,F,13,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,13,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,14,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,14,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,14,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,14,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,14,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,14,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,14,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,14,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,14,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,14,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,14,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,14,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,14,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,14,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,14,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,14,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,14,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,14,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,14,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,14,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,14,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,14,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,14,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,14,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,14,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,14,spec_linear,quit
Historical,1375,NA,NA,0,0,M,14,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,14,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,14,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,14,spec_linear,quit
Historical,1375,NA,NA,0,0,F,14,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,14,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,15,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,15,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,15,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,15,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,15,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,15,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,15,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,15,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,15,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,15,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,15,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,15,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,15,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,15,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,15,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,15,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,15,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,15,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,15,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,15,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,15,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,15,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,15,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,15,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,15,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,15,spec_linear,quit
Historical,1375,NA,NA,0,0,M,15,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,15,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,15,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,15,spec_linear,quit
Historical,1375,NA,NA,0,0,F,15,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,15,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,16,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,16,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,16,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,16,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,16,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,16,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,16,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,16,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,16,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,16,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,16,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,16,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,16,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,16,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,16,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,16,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,16,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,16,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,16,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,16,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,16,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,16,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,16,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,16,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,16,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,16,spec_linear,quit
Historical,1375,NA,NA,0,0,M,16,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,16,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,16,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,16,spec_linear,quit
Historical,1375,NA,NA,0,0,F,16,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,16,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,17,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,17,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,17,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,17,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,17,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,17,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,17,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,17,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,17,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,17,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,17,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,17,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,17,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,17,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,17,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,17,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,17,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,17,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,17,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,17,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,17,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,17,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,17,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,17,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,17,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,17,spec_linear,quit
Historical,1375,NA,NA,0,0,M,17,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,17,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,17,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,17,spec_linear,quit
Historical,1375,NA,NA,0,0,F,17,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,17,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,18,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,18,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,18,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,18,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,18,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,18,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,18,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,18,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,18,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,18,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,18,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,18,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,18,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,18,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,18,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,18,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,18,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,18,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,18,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,18,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,18,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,18,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,18,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,18,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,18,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,18,spec_linear,quit
Historical,1375,NA,NA,0,0,M,18,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,18,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,18,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,18,spec_linear,quit
Historical,1375,NA,NA,0,0,F,18,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,18,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,19,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,19,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,19,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,19,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,19,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,19,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,19,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,19,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,19,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,19,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,19,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,19,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,19,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,19,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,19,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,19,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,19,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,19,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,19,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,19,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,19,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,19,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,19,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,19,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,19,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,19,spec_linear,quit
Historical,1375,NA,NA,0,0,M,19,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,19,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,19,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,19,spec_linear,quit
Historical,1375,NA,NA,0,0,F,19,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,19,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,20,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,20,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,20,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,20,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,20,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,20,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,20,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,20,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,20,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,20,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,20,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,20,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,20,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,20,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,20,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,20,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,20,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,20,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,20,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,20,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,20,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,20,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,20,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,20,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,20,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,20,spec_linear,quit
Historical,1375,NA,NA,0,0,M,20,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,20,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,20,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,20,spec_linear,quit
Historical,1375,NA,NA,0,0,F,20,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,20,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,21,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,21,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,21,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,21,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,21,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,21,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,21,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,21,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,21,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,21,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,21,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,21,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,21,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,21,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,21,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,21,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,21,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,21,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,21,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,21,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,21,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,21,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,21,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,21,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,21,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,21,spec_linear,quit
Historical,1375,NA,NA,0,0,M,21,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,21,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,21,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,21,spec_linear,quit
Historical,1375,NA,NA,0,0,F,21,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,21,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,22,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,22,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,22,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,22,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,22,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,22,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,22,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,22,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,22,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,22,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,22,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,22,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,22,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,22,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,22,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,22,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,22,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,22,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,22,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,22,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,F,22,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,F,22,spec_linear,down1pc
Historical,1375,NA,NA,0,0,F,22,spec_linear,down1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,22,spec_linear,down1pc
Caution,178,0.418876404494382,0.36,178,0,M,22,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,M,22,spec_linear,quit
Historical,1375,NA,NA,0,0,M,22,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,M,22,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,F,22,spec_linear,quit
Credible,903,0.8675526024363234,0.52,903,0,F,22,spec_linear,quit
Historical,1375,NA,NA,0,0,F,22,spec_linear,quit
Risky,1559,0.07430404105195638,0.04,1559,1176,F,22,spec_linear,quit
Caution,178,0.418876404494382,0.36,178,0,M,23,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,M,23,spec_linear,freeze
Historical,1375,NA,NA,0,0,M,23,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,M,23,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,F,23,spec_linear,freeze
Credible,903,0.8675526024363234,0.52,903,0,F,23,spec_linear,freeze
Historical,1375,NA,NA,0,0,F,23,spec_linear,freeze
Risky,1559,0.07430404105195638,0.04,1559,1176,F,23,spec_linear,freeze
Caution,178,0.418876404494382,0.36,178,0,M,23,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,M,23,spec_linear,up1pc
Historical,1375,NA,NA,0,0,M,23,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,M,23,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,F,23,spec_linear,up1pc
Credible,903,0.8675526024363234,0.52,903,0,F,23,spec_linear,up1pc
Historical,1375,NA,NA,0,0,F,23,spec_linear,up1pc
Risky,1559,0.07430404105195638,0.04,1559,1176,F,23,spec_linear,up1pc
Caution,178,0.418876404494382,0.36,178,0,M,23,spec_linear,down1pc
Credible,903,0.8675526024363234,0.52,903,0,M,23,spec_linear,down1pc
Historical,1375,NA,NA,0,0,M,23,spec_linear,down1pc
