design,dgp,seed,scenario,sex,outcome,support_source,first_caution_year,first_risky_year,min_support_frac,mean_support_frac,max_projection_year
Well-specified design,spec_linear,165,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,165,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,166,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,167,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,168,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,169,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,170,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,171,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,172,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,173,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,174,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,175,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,176,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,177,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,178,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,179,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,180,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,181,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,182,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,183,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,184,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,185,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,186,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,187,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,188,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,189,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,190,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,quit,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,quit,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,up1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,191,up1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,192,down1pc,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,192,down1pc,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,192,freeze,Female,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
Well-specified design,spec_linear,192,freeze,Male,Incidence,Incidence support fraction,2039,2048,0.05527272727272727,0.36886363636363634,2070
