sex,hist_bias,proj_bias,seed,dgp,scenario
F,0.4833195586369023,5.504276083267821,107,spec_linear,quit
M,-0.44135841468316317,8.572392309276438,108,spec_linear,freeze
F,-0.1962427739022829,11.010434627955796,108,spec_linear,freeze
M,-0.44135841468316317,9.512507744508815,108,spec_linear,up1pc
F,-0.1962427739022829,11.458318957706567,108,spec_linear,up1pc
M,-0.44135841468316317,7.867362659365032,108,spec_linear,down1pc
F,-0.1962427739022829,10.947553416570333,108,spec_linear,down1pc
M,-0.44135841468316317,5.5095128444730195,108,spec_linear,quit
F,-0.1962427739022829,12.46173446664563,108,spec_linear,quit
M,-0.5076080478544334,5.735539969451933,109,spec_linear,freeze
F,-0.1995373067787894,10.328826527912437,109,spec_linear,freeze
M,-0.5076080478544334,5.54346818771464,109,spec_linear,up1pc
F,-0.1995373067787894,9.888825128848625,109,spec_linear,up1pc
M,-0.5076080478544334,5.925002599192028,109,spec_linear,down1pc
F,-0.1995373067787894,10.716595675612496,109,spec_linear,down1pc
M,-0.5076080478544334,9.832686854298817,109,spec_linear,quit
F,-0.1995373067787894,15.58641640300213,109,spec_linear,quit
M,0.28934466349950255,-6.7590056423647855,110,spec_linear,freeze
F,0.3413744359705178,-3.3755009004183023,110,spec_linear,freeze
M,0.28934466349950255,-7.37438799828641,110,spec_linear,up1pc
F,0.3413744359705178,-4.465519466697132,110,spec_linear,up1pc
M,0.28934466349950255,-5.87197933018375,110,spec_linear,down1pc
F,0.3413744359705178,-2.2449459041662645,110,spec_linear,down1pc
M,0.28934466349950255,1.0668875773575837,110,spec_linear,quit
F,0.3413744359705178,4.205404246790722,110,spec_linear,quit
M,0.008676846888165352,3.901136036190036,111,spec_linear,freeze
F,-0.09540608999789359,-0.17004977418945477,111,spec_linear,freeze
M,0.008676846888165352,3.8965547319965146,111,spec_linear,up1pc
F,-0.09540608999789359,-0.566984931685876,111,spec_linear,up1pc
M,0.008676846888165352,4.165531302963285,111,spec_linear,down1pc
F,-0.09540608999789359,0.47476570178926814,111,spec_linear,down1pc
M,0.008676846888165352,10.290616605148724,111,spec_linear,quit
F,-0.09540608999789359,5.709231081956006,111,spec_linear,quit
M,-0.7399452746910401,-2.6821477376508023,112,spec_linear,freeze
F,-0.607122498570143,4.952560610375917,112,spec_linear,freeze
M,-0.7399452746910401,-2.271834696123219,112,spec_linear,up1pc
F,-0.607122498570143,5.811347932097552,112,spec_linear,up1pc
M,-0.7399452746910401,-2.5663309095980598,112,spec_linear,down1pc
F,-0.607122498570143,4.242302142685712,112,spec_linear,down1pc
M,-0.7399452746910401,-1.4946522318879016,112,spec_linear,quit
F,-0.607122498570143,0.9074883311251716,112,spec_linear,quit
M,-0.2671520294338779,-5.870841666860514,113,spec_linear,freeze
F,-0.24566594854248577,-6.878082206586061,113,spec_linear,freeze
M,-0.2671520294338779,-6.07256402893109,113,spec_linear,up1pc
F,-0.24566594854248577,-7.149101616731809,113,spec_linear,up1pc
M,-0.2671520294338779,-5.705807492770155,113,spec_linear,down1pc
F,-0.24566594854248577,-6.64009805558799,113,spec_linear,down1pc
M,-0.2671520294338779,-1.8271714108022152,113,spec_linear,quit
F,-0.24566594854248577,-4.5486724013833895,113,spec_linear,quit
M,-0.3448164782861722,15.03946299699021,114,spec_linear,freeze
F,0.3293588867970108,24.565642529657875,114,spec_linear,freeze
M,-0.3448164782861722,16.576381144840724,114,spec_linear,up1pc
F,0.3293588867970108,25.707757164671058,114,spec_linear,up1pc
M,-0.3448164782861722,13.782265460843432,114,spec_linear,down1pc
F,0.3293588867970108,23.513258946639993,114,spec_linear,down1pc
M,-0.3448164782861722,13.389898579998633,114,spec_linear,quit
F,0.3293588867970108,21.530027807236152,114,spec_linear,quit
M,0.2739915045016301,-19.543139811862172,115,spec_linear,freeze
F,-0.08736439364390033,-13.607780063926489,115,spec_linear,freeze
M,0.2739915045016301,-20.2661762177839,115,spec_linear,up1pc
F,-0.08736439364390033,-14.227500676361924,115,spec_linear,up1pc
M,0.2739915045016301,-18.585185005579245,115,spec_linear,down1pc
F,-0.08736439364390033,-12.919019642108813,115,spec_linear,down1pc
M,0.2739915045016301,-9.294174505208163,115,spec_linear,quit
F,-0.08736439364390033,-6.251852651431775,115,spec_linear,quit
M,0.09122776050802363,17.129900103668128,116,spec_linear,freeze
F,0.10493134500346595,22.49826169946138,116,spec_linear,freeze
M,0.09122776050802363,17.711747656693472,116,spec_linear,up1pc
F,0.10493134500346595,22.946704935940577,116,spec_linear,up1pc
M,0.09122776050802363,16.778808493897994,116,spec_linear,down1pc
F,0.10493134500346595,22.336463714148387,116,spec_linear,down1pc
M,0.09122776050802363,17.03731714986836,116,spec_linear,quit
F,0.10493134500346595,23.72313695045243,116,spec_linear,quit
M,0.24365185081107366,-8.091249904320193,117,spec_linear,freeze
F,-0.041913235461848886,-5.689868174446267,117,spec_linear,freeze
M,0.24365185081107366,-8.142202532361912,117,spec_linear,up1pc
F,-0.041913235461848886,-5.8032280007575965,117,spec_linear,up1pc
M,0.24365185081107366,-8.006061774327414,117,spec_linear,down1pc
F,-0.041913235461848886,-5.6151410545704765,117,spec_linear,down1pc
M,0.24365185081107366,-9.564783585156233,117,spec_linear,quit
F,-0.041913235461848886,-6.83905950556997,117,spec_linear,quit
M,0.023148310613808874,10.574835896766954,118,spec_linear,freeze
F,0.40900758945888954,2.096094672663298,118,spec_linear,freeze
M,0.023148310613808874,11.069414489848512,118,spec_linear,up1pc
F,0.40900758945888954,1.8825631361033548,118,spec_linear,up1pc
M,0.023148310613808874,10.358854661105564,118,spec_linear,down1pc
F,0.40900758945888954,2.537626893850216,118,spec_linear,down1pc
M,0.023148310613808874,9.174774692064416,118,spec_linear,quit
F,0.40900758945888954,5.909157294510762,118,spec_linear,quit
M,0.22584430049939475,7.324967024636994,119,spec_linear,freeze
F,0.05177011359203298,7.61339019815217,119,spec_linear,freeze
M,0.22584430049939475,8.536189849287995,119,spec_linear,up1pc
F,0.05177011359203298,7.912509393729529,119,spec_linear,up1pc
M,0.22584430049939475,6.410000935543305,119,spec_linear,down1pc
F,0.05177011359203298,7.3453910744969315,119,spec_linear,down1pc
M,0.22584430049939475,1.346536044446264,119,spec_linear,quit
F,0.05177011359203298,6.686447945064753,119,spec_linear,quit
M,0.022657249593038137,-13.704796389655856,120,spec_linear,freeze
F,-0.37095667942452093,-14.301098271531847,120,spec_linear,freeze
M,0.022657249593038137,-13.997353086149463,120,spec_linear,up1pc
F,-0.37095667942452093,-14.554707937060282,120,spec_linear,up1pc
M,0.022657249593038137,-13.252324985016129,120,spec_linear,down1pc
F,-0.37095667942452093,-13.98678450826992,120,spec_linear,down1pc
M,0.022657249593038137,-8.198309729786585,120,spec_linear,quit
F,-0.37095667942452093,-10.58924250551111,120,spec_linear,quit
M,-0.21237917651338792,-0.8127342642473665,121,spec_linear,freeze
F,0.05936653699627712,11.228152819523375,121,spec_linear,freeze
M,-0.21237917651338792,-1.1640325772264013,121,spec_linear,up1pc
F,0.05936653699627712,11.328333804978477,121,spec_linear,up1pc
M,-0.21237917651338792,-0.4822582674014829,121,spec_linear,down1pc
F,0.05936653699627712,11.240928089779027,121,spec_linear,down1pc
M,-0.21237917651338792,2.2659115505404532,121,spec_linear,quit
F,0.05936653699627712,11.925417287011783,121,spec_linear,quit
M,-0.1789053309968826,-2.645097474624384,122,spec_linear,freeze
F,-1.0472329832122707,-6.676802199722853,122,spec_linear,freeze
M,-0.1789053309968826,-2.2902335752963547,122,spec_linear,up1pc
F,-1.0472329832122707,-7.035131377632506,122,spec_linear,up1pc
M,-0.1789053309968826,-2.730341676711701,122,spec_linear,down1pc
F,-1.0472329832122707,-6.286388707487049,122,spec_linear,down1pc
M,-0.1789053309968826,0.38918573254299155,122,spec_linear,quit
F,-1.0472329832122707,-2.814582074906495,122,spec_linear,quit
M,-0.05304043516090345,-14.747030419743464,123,spec_linear,freeze
F,0.19441372034107304,-14.557303658337796,123,spec_linear,freeze
M,-0.05304043516090345,-14.97935698649911,123,spec_linear,up1pc
F,0.19441372034107304,-14.841146436339791,123,spec_linear,up1pc
M,-0.05304043516090345,-14.539454180168192,123,spec_linear,down1pc
F,0.19441372034107304,-14.239040468528684,123,spec_linear,down1pc
M,-0.05304043516090345,-11.212264787673572,123,spec_linear,quit
F,0.19441372034107304,-10.35171485361342,123,spec_linear,quit
M,-0.1185864290191774,-3.9649651149300107,124,spec_linear,freeze
F,-0.5455589847179257,-8.176350075941098,124,spec_linear,freeze
M,-0.1185864290191774,-4.246781727382323,124,spec_linear,up1pc
F,-0.5455589847179257,-8.969747723510682,124,spec_linear,up1pc
M,-0.1185864290191774,-3.477376010259583,124,spec_linear,down1pc
F,-0.5455589847179257,-7.344193657281234,124,spec_linear,down1pc
M,-0.1185864290191774,1.483075857167866,124,spec_linear,quit
F,-0.5455589847179257,-1.2422460878248864,124,spec_linear,quit
M,-0.3118920641572844,8.278603457624003,125,spec_linear,freeze
F,-0.0840415575028541,3.6019464643708425,125,spec_linear,freeze
M,-0.3118920641572844,9.148565404418076,125,spec_linear,up1pc
F,-0.0840415575028541,4.111735151735207,125,spec_linear,up1pc
M,-0.3118920641572844,7.6433574692597785,125,spec_linear,down1pc
F,-0.0840415575028541,3.5407170166716933,125,spec_linear,down1pc
M,-0.3118920641572844,8.41977756838578,125,spec_linear,quit
F,-0.0840415575028541,8.112803985476818,125,spec_linear,quit
M,0.3348605919298649,-12.188387462365121,126,spec_linear,freeze
F,0.09728752391705758,-18.403210596637543,126,spec_linear,freeze
M,0.3348605919298649,-13.127200987098897,126,spec_linear,up1pc
F,0.09728752391705758,-19.301802626452478,126,spec_linear,up1pc
M,0.3348605919298649,-11.47096288980663,126,spec_linear,down1pc
F,0.09728752391705758,-17.607825885537107,126,spec_linear,down1pc
M,0.3348605919298649,-9.639729395910718,126,spec_linear,quit
F,0.09728752391705758,-13.091865838755464,126,spec_linear,quit
M,0.07391634672404034,-10.162602009338016,127,spec_linear,freeze
F,0.30647464350482545,-5.315137633684526,127,spec_linear,freeze
M,0.07391634672404034,-10.7182732700208,127,spec_linear,up1pc
F,0.30647464350482545,-5.700359094066315,127,spec_linear,up1pc
M,0.07391634672404034,-9.4587271599443,127,spec_linear,down1pc
F,0.30647464350482545,-4.887619258292493,127,spec_linear,down1pc
M,0.07391634672404034,-3.9243925940359747,127,spec_linear,quit
F,0.30647464350482545,-0.8949748744147354,127,spec_linear,quit
M,0.15949823670241073,-1.1886858618579823,128,spec_linear,freeze
F,-0.036759977504965936,0.5315155709616532,128,spec_linear,freeze
M,0.15949823670241073,-0.8258591353932256,128,spec_linear,up1pc
F,-0.036759977504965936,0.4004272874403159,128,spec_linear,up1pc
M,0.15949823670241073,-1.2402713797606442,128,spec_linear,down1pc
F,-0.036759977504965936,0.6421362496173053,128,spec_linear,down1pc
M,0.15949823670241073,1.9440430166339326,128,spec_linear,quit
F,-0.036759977504965936,3.3010452665112755,128,spec_linear,quit
M,-0.5737002972504663,1.0891836265328962,129,spec_linear,freeze
F,0.08902906397290031,3.0241263525653093,129,spec_linear,freeze
M,-0.5737002972504663,2.1445841788995734,129,spec_linear,up1pc
F,0.08902906397290031,3.549860770221749,129,spec_linear,up1pc
M,-0.5737002972504663,0.422254141445674,129,spec_linear,down1pc
F,0.08902906397290031,2.6262825168982165,129,spec_linear,down1pc
M,-0.5737002972504663,1.7303489678146426,129,spec_linear,quit
F,0.08902906397290031,3.0825499126247777,129,spec_linear,quit
M,0.48094467012522896,-11.686006783023549,130,spec_linear,freeze
F,0.110188451014418,-7.476354943388753,130,spec_linear,freeze
M,0.48094467012522896,-12.172455794577628,130,spec_linear,up1pc
F,0.110188451014418,-8.102873789449434,130,spec_linear,up1pc
M,0.48094467012522896,-11.053591932241794,130,spec_linear,down1pc
F,0.110188451014418,-6.762540749425352,130,spec_linear,down1pc
M,0.48094467012522896,-3.6530222808585897,130,spec_linear,quit
F,0.110188451014418,-0.7520547501091136,130,spec_linear,quit
M,-0.04674292250502194,2.148604585960176,131,spec_linear,freeze
F,-0.14551080917763884,1.979523467904049,131,spec_linear,freeze
M,-0.04674292250502194,3.0564454580671745,131,spec_linear,up1pc
F,-0.14551080917763884,2.391597503354483,131,spec_linear,up1pc
M,-0.04674292250502194,1.563227229819037,131,spec_linear,down1pc
F,-0.14551080917763884,1.6593180753217964,131,spec_linear,down1pc
M,-0.04674292250502194,1.425350132674413,131,spec_linear,quit
F,-0.14551080917763884,2.9894588482544933,131,spec_linear,quit
M,0.07409005202691941,-3.6283422754481967,132,spec_linear,freeze
F,-0.34298861368104777,-10.15675793283692,132,spec_linear,freeze
M,0.07409005202691941,-3.5502853092875215,132,spec_linear,up1pc
F,-0.34298861368104777,-10.473965846331556,132,spec_linear,up1pc
M,0.07409005202691941,-3.619228893977186,132,spec_linear,down1pc
F,-0.34298861368104777,-9.7797085621901,132,spec_linear,down1pc
M,0.07409005202691941,-0.12349144330774195,132,spec_linear,quit
F,-0.34298861368104777,-6.240299840877862,132,spec_linear,quit
M,-0.2407220261040997,-11.476242602870009,133,spec_linear,freeze
F,-0.6130929375209875,-7.037707918167384,133,spec_linear,freeze
M,-0.2407220261040997,-11.971460373346986,133,spec_linear,up1pc
F,-0.6130929375209875,-7.226607421921151,133,spec_linear,up1pc
M,-0.2407220261040997,-10.971924417729026,133,spec_linear,down1pc
F,-0.6130929375209875,-6.924751690306835,133,spec_linear,down1pc
M,-0.2407220261040997,-7.421125123774457,133,spec_linear,quit
F,-0.6130929375209875,-6.026871051799269,133,spec_linear,quit
M,0.11117843344140735,-10.583897734857702,134,spec_linear,freeze
F,-0.32838287148014306,-10.876468442846946,134,spec_linear,freeze
M,0.11117843344140735,-10.75254634520618,134,spec_linear,up1pc
F,-0.32838287148014306,-11.446546389163474,134,spec_linear,up1pc
M,0.11117843344140735,-10.236967476077151,134,spec_linear,down1pc
F,-0.32838287148014306,-10.212065334679801,134,spec_linear,down1pc
M,0.11117843344140735,-6.028270936418695,134,spec_linear,quit
F,-0.32838287148014306,-4.892854731314869,134,spec_linear,quit
M,-0.056886286285205805,-1.038773814691755,135,spec_linear,freeze
F,0.1909117467812372,-2.1518590423757997,135,spec_linear,freeze
M,-0.056886286285205805,-0.6461616375198224,135,spec_linear,up1pc
F,0.1909117467812372,-2.5686936383325922,135,spec_linear,up1pc
M,-0.056886286285205805,-1.2747991826857565,135,spec_linear,down1pc
F,0.1909117467812372,-1.5512998486569953,135,spec_linear,down1pc
M,-0.056886286285205805,1.1860690490251988,135,spec_linear,quit
F,0.1909117467812372,2.4233229805531122,135,spec_linear,quit
M,0.4040990124324424,12.503223044485184,136,spec_linear,freeze
F,0.3593278924063173,14.856371350016902,136,spec_linear,freeze
M,0.4040990124324424,13.641796847820665,136,spec_linear,up1pc
F,0.3593278924063173,15.987742311990452,136,spec_linear,up1pc
M,0.4040990124324424,11.352846392380098,136,spec_linear,down1pc
F,0.3593278924063173,13.681402461366371,136,spec_linear,down1pc
M,0.4040990124324424,6.071810834636411,136,spec_linear,quit
F,0.3593278924063173,10.421359374215204,136,spec_linear,quit
M,0.468712697247556,4.377330210679527,137,spec_linear,freeze
F,0.5680440463796569,-1.1865684508069174,137,spec_linear,freeze
M,0.468712697247556,5.324818658387937,137,spec_linear,up1pc
F,0.5680440463796569,-0.8442364061403149,137,spec_linear,up1pc
M,0.468712697247556,4.017787325467252,137,spec_linear,down1pc
F,0.5680440463796569,-1.2070299682714638,137,spec_linear,down1pc
M,0.468712697247556,3.592484305114407,137,spec_linear,quit
F,0.5680440463796569,-1.1639670509046618,137,spec_linear,quit
M,-0.33054835603974597,1.0880389069932703,138,spec_linear,freeze
F,0.5132550980151647,-3.514143756126097,138,spec_linear,freeze
M,-0.33054835603974597,1.0848382290408574,138,spec_linear,up1pc
F,0.5132550980151647,-4.028494882282263,138,spec_linear,up1pc
M,-0.33054835603974597,1.3395190120105462,138,spec_linear,down1pc
F,0.5132550980151647,-2.862815012476742,138,spec_linear,down1pc
M,-0.33054835603974597,4.079648168238166,138,spec_linear,quit
F,0.5132550980151647,1.425137296497056,138,spec_linear,quit
M,-0.2780073906465152,9.68274439459308,139,spec_linear,freeze
F,0.15954565931712522,14.610773342997799,139,spec_linear,freeze
M,-0.2780073906465152,10.43736248350946,139,spec_linear,up1pc
F,0.15954565931712522,15.745104762311373,139,spec_linear,up1pc
M,-0.2780073906465152,9.252441478917168,139,spec_linear,down1pc
F,0.15954565931712522,13.815439632849438,139,spec_linear,down1pc
M,-0.2780073906465152,6.784211543290664,139,spec_linear,quit
F,0.15954565931712522,14.178426716121653,139,spec_linear,quit
M,-0.013726828525928407,-2.222299673094848,140,spec_linear,freeze
F,0.31775389683746613,14.640493217583629,140,spec_linear,freeze
M,-0.013726828525928407,-1.9813093075110209,140,spec_linear,up1pc
F,0.31775389683746613,15.639295799944348,140,spec_linear,up1pc
M,-0.013726828525928407,-2.363080462520519,140,spec_linear,down1pc
F,0.31775389683746613,13.784060625056702,140,spec_linear,down1pc
M,-0.013726828525928407,-2.614228435528063,140,spec_linear,quit
F,0.31775389683746613,11.388312856403553,140,spec_linear,quit
M,0.028797085196401624,6.192246132137615,141,spec_linear,freeze
F,0.6495051847049381,0.5809642602841791,141,spec_linear,freeze
M,0.028797085196401624,7.644045268303426,141,spec_linear,up1pc
F,0.6495051847049381,1.3262252477768437,141,spec_linear,up1pc
M,0.028797085196401624,5.376138587391855,141,spec_linear,down1pc
F,0.6495051847049381,0.2885945366484403,141,spec_linear,down1pc
M,0.028797085196401624,4.591036320180679,141,spec_linear,quit
F,0.6495051847049381,3.8004867254761416,141,spec_linear,quit
M,0.07213514535555351,-14.32534171312697,142,spec_linear,freeze
F,-0.02178985725530589,-4.835594396854333,142,spec_linear,freeze
M,0.07213514535555351,-15.056548040521585,142,spec_linear,up1pc
F,-0.02178985725530589,-5.241249017105799,142,spec_linear,up1pc
M,0.07213514535555351,-13.51678199057096,142,spec_linear,down1pc
F,-0.02178985725530589,-4.447284767385028,142,spec_linear,down1pc
M,0.07213514535555351,-10.08194800339157,142,spec_linear,quit
F,-0.02178985725530589,-2.1122548178867313,142,spec_linear,quit
M,0.34110845507648235,0.7330765278358826,143,spec_linear,freeze
F,0.12476116434003966,10.828489984527723,143,spec_linear,freeze
M,0.34110845507648235,1.5038533702718266,143,spec_linear,up1pc
F,0.12476116434003966,11.815854464635585,143,spec_linear,up1pc
M,0.34110845507648235,0.5163412487105037,143,spec_linear,down1pc
F,0.12476116434003966,10.337196171060487,143,spec_linear,down1pc
M,0.34110845507648235,5.788591361035462,143,spec_linear,quit
F,0.12476116434003966,11.828116838606524,143,spec_linear,quit
M,0.08669549218799323,-11.517891810332715,144,spec_linear,freeze
F,0.048681086200756084,-9.447039249015049,144,spec_linear,freeze
M,0.08669549218799323,-11.833792368338258,144,spec_linear,up1pc
F,0.048681086200756084,-9.890255787415933,144,spec_linear,up1pc
M,0.08669549218799323,-11.175763653577375,144,spec_linear,down1pc
F,0.048681086200756084,-8.995255212717584,144,spec_linear,down1pc
M,0.08669549218799323,-7.032599766882085,144,spec_linear,quit
F,0.048681086200756084,-5.944595923796772,144,spec_linear,quit
M,-0.13915228124012421,-15.126348356593379,145,spec_linear,freeze
F,0.9898815019697385,-18.59304082352811,145,spec_linear,freeze
M,-0.13915228124012421,-14.97953518429916,145,spec_linear,up1pc
F,0.9898815019697385,-18.878184015487424,145,spec_linear,up1pc
M,-0.13915228124012421,-14.906360785277087,145,spec_linear,down1pc
F,0.9898815019697385,-18.154927286323748,145,spec_linear,down1pc
M,-0.13915228124012421,-10.275111326349803,145,spec_linear,quit
F,0.9898815019697385,-12.342046287055547,145,spec_linear,quit
M,0.23873174682118445,4.697245148323433,146,spec_linear,freeze
F,-0.39601651058495857,1.8442615936971893,146,spec_linear,freeze
M,0.23873174682118445,5.238315180522912,146,spec_linear,up1pc
F,-0.39601651058495857,2.479596681616534,146,spec_linear,up1pc
M,0.23873174682118445,4.592184384560207,146,spec_linear,down1pc
F,-0.39601651058495857,1.5216459724964306,146,spec_linear,down1pc
M,0.23873174682118445,-0.13780214726550422,146,spec_linear,quit
F,-0.39601651058495857,-0.7152248010123629,146,spec_linear,quit
M,0.05392638822433744,-1.3564285440970438,147,spec_linear,freeze
F,0.7609216952464514,-3.3205283511019066,147,spec_linear,freeze
M,0.05392638822433744,-0.3907478196147918,147,spec_linear,up1pc
F,0.7609216952464514,-3.3876083817859395,147,spec_linear,up1pc
M,0.05392638822433744,-1.912169600137623,147,spec_linear,down1pc
F,0.7609216952464514,-3.048345057724362,147,spec_linear,down1pc
M,0.05392638822433744,-1.1194328538241967,147,spec_linear,quit
F,0.7609216952464514,-0.3665426873979176,147,spec_linear,quit
M,-0.1667568682143963,-6.202195269540539,148,spec_linear,freeze
F,-0.15855627449605678,-4.984202969756415,148,spec_linear,freeze
M,-0.1667568682143963,-5.980419465736677,148,spec_linear,up1pc
F,-0.15855627449605678,-4.87267699478735,148,spec_linear,up1pc
M,-0.1667568682143963,-6.153422764366755,148,spec_linear,down1pc
F,-0.15855627449605678,-4.743005264523954,148,spec_linear,down1pc
M,-0.1667568682143963,-2.961663764765146,148,spec_linear,quit
F,-0.15855627449605678,-0.9135367371968942,148,spec_linear,quit
M,-0.30259205591324434,-13.278011687007421,149,spec_linear,freeze
F,-0.13080115961951447,-9.714177384261006,149,spec_linear,freeze
M,-0.30259205591324434,-13.763466344117036,149,spec_linear,up1pc
F,-0.13080115961951447,-10.447259995285645,149,spec_linear,up1pc
M,-0.30259205591324434,-12.69722246015916,149,spec_linear,down1pc
F,-0.13080115961951447,-9.01677344147587,149,spec_linear,down1pc
M,-0.30259205591324434,-7.845662039744627,149,spec_linear,quit
F,-0.13080115961951447,-4.72059900454193,149,spec_linear,quit
M,0.021280067827189192,-6.293861574484568,150,spec_linear,freeze
F,0.005725969436907324,-1.142625898459256,150,spec_linear,freeze
M,0.021280067827189192,-6.20329709933223,150,spec_linear,up1pc
F,0.005725969436907324,-0.5734739515962798,150,spec_linear,up1pc
M,0.021280067827189192,-6.344506472620878,150,spec_linear,down1pc
F,0.005725969436907324,-1.4208127186748938,150,spec_linear,down1pc
M,0.021280067827189192,-6.090795307623153,150,spec_linear,quit
F,0.005725969436907324,-1.223707457584633,150,spec_linear,quit
M,-0.25178795854924124,-14.308572158805712,151,spec_linear,freeze
F,9.98982458689188e-4,-11.278294010909143,151,spec_linear,freeze
M,-0.25178795854924124,-14.16383337366373,151,spec_linear,up1pc
F,9.98982458689188e-4,-11.275079965256333,151,spec_linear,up1pc
M,-0.25178795854924124,-14.26315829738636,151,spec_linear,down1pc
F,9.98982458689188e-4,-11.073575711516973,151,spec_linear,down1pc
M,-0.25178795854924124,-10.216429664453443,151,spec_linear,quit
F,9.98982458689188e-4,-8.943203152379512,151,spec_linear,quit
M,-0.10142254866122802,-4.777250308142524,152,spec_linear,freeze
F,-0.9867313402074439,-8.395414034430418,152,spec_linear,freeze
M,-0.10142254866122802,-3.8615971083676577,152,spec_linear,up1pc
F,-0.9867313402074439,-8.270354488066136,152,spec_linear,up1pc
M,-0.10142254866122802,-5.501952407567178,152,spec_linear,down1pc
F,-0.9867313402074439,-8.36805110483548,152,spec_linear,down1pc
M,-0.10142254866122802,-8.4423971573915,152,spec_linear,quit
F,-0.9867313402074439,-7.369991930291138,152,spec_linear,quit
M,0.02787227949284007,15.576322938134444,153,spec_linear,freeze
F,0.2017451170804907,18.320526298107733,153,spec_linear,freeze
M,0.02787227949284007,16.69380399840036,153,spec_linear,up1pc
F,0.2017451170804907,18.560964725207384,153,spec_linear,up1pc
M,0.02787227949284007,14.787530838774419,153,spec_linear,down1pc
F,0.2017451170804907,18.220407569854615,153,spec_linear,down1pc
M,0.02787227949284007,12.765143359417417,153,spec_linear,quit
F,0.2017451170804907,21.138499740695224,153,spec_linear,quit
M,0.4760080495022024,-3.4896327160148166,154,spec_linear,freeze
F,0.08872563751993591,1.3787471543343335,154,spec_linear,freeze
M,0.4760080495022024,-3.1678663184539664,154,spec_linear,up1pc
F,0.08872563751993591,1.7237225084636436,154,spec_linear,up1pc
M,0.4760080495022024,-3.2343448355462416,154,spec_linear,down1pc
F,0.08872563751993591,1.3587388302156571,154,spec_linear,down1pc
M,0.4760080495022024,-0.7107703271741417,154,spec_linear,quit
F,0.08872563751993591,1.5689133192424232,154,spec_linear,quit
M,-0.19219759573238268,-1.9979036319557262,155,spec_linear,freeze
F,-0.10824397713967725,-2.171898486138385,155,spec_linear,freeze
M,-0.19219759573238268,-1.8158165481075703,155,spec_linear,up1pc
F,-0.10824397713967725,-2.119074931215274,155,spec_linear,up1pc
M,-0.19219759573238268,-1.8361490895487917,155,spec_linear,down1pc
F,-0.10824397713967725,-1.981351928596728,155,spec_linear,down1pc
M,-0.19219759573238268,-0.5312859782426783,155,spec_linear,quit
F,-0.10824397713967725,1.6899593790565466,155,spec_linear,quit
M,0.46842753645918545,-5.886151648560782,156,spec_linear,freeze
F,-0.53564331817716615,3.722027740212404,156,spec_linear,freeze
M,0.46842753645918545,-5.642932917602522,156,spec_linear,up1pc
F,-0.53564331817716615,4.5327153317168065,156,spec_linear,up1pc
M,0.46842753645918545,-5.7675047442091545,156,spec_linear,down1pc
F,-0.53564331817716615,3.1156785085320884,156,spec_linear,down1pc
M,0.46842753645918545,-4.537110830616261,156,spec_linear,quit
F,-0.53564331817716615,0.08417449893112859,156,spec_linear,quit
M,-0.26524606582603033,4.6979027718899005,157,spec_linear,freeze
F,0.18133050434392048,11.413759657754373,157,spec_linear,freeze
M,-0.26524606582603033,4.7286927163701415,157,spec_linear,up1pc
F,0.18133050434392048,11.652191564199269,157,spec_linear,up1pc
M,-0.26524606582603033,4.811572700821635,157,spec_linear,down1pc
F,0.18133050434392048,11.362314637268222,157,spec_linear,down1pc
M,-0.26524606582603033,11.029698045360648,157,spec_linear,quit
F,0.18133050434392048,13.625134084821237,157,spec_linear,quit
M,0.32429053371444083,-2.880859658270173,158,spec_linear,freeze
F,-0.34290350034249917,-3.190042224767062,158,spec_linear,freeze
M,0.32429053371444083,-3.035911561622222,158,spec_linear,up1pc
F,-0.34290350034249917,-3.417840273435522,158,spec_linear,up1pc
M,0.32429053371444083,-2.5556223521583985,158,spec_linear,down1pc
F,-0.34290350034249917,-2.870147774908397,158,spec_linear,down1pc
M,0.32429053371444083,1.0745217380497136,158,spec_linear,quit
F,-0.34290350034249917,1.949810770636958,158,spec_linear,quit
M,-0.017033329561294958,-1.7245373676784854,159,spec_linear,freeze
F,0.026568191146659693,8.501792167913658,159,spec_linear,freeze
M,-0.017033329561294958,-1.7118746115205146,159,spec_linear,up1pc
F,0.026568191146659693,8.61687529525084,159,spec_linear,up1pc
M,-0.017033329561294958,-1.4853597176424511,159,spec_linear,down1pc
F,0.026568191146659693,8.387025035790227,159,spec_linear,down1pc
M,-0.017033329561294958,5.754135369032685,159,spec_linear,quit
F,0.026568191146659693,12.401029874409108,159,spec_linear,quit
M,-0.13366646931782383,-16.11468832613671,160,spec_linear,freeze
F,-0.5815168593348187,-9.476348237253013,160,spec_linear,freeze
M,-0.13366646931782383,-15.669360339145925,160,spec_linear,up1pc
F,-0.5815168593348187,-9.100516400045692,160,spec_linear,up1pc
M,-0.13366646931782383,-16.275942271616966,160,spec_linear,down1pc
F,-0.5815168593348187,-9.689315347103967,160,spec_linear,down1pc
M,-0.13366646931782383,-13.942765958219244,160,spec_linear,quit
F,-0.5815168593348187,-7.937775080753603,160,spec_linear,quit
M,-0.5707931277166767,-1.4688961749200853,161,spec_linear,freeze
F,-0.3794423793280567,-2.0202294536203533,161,spec_linear,freeze
M,-0.5707931277166767,-1.3037691364235717,161,spec_linear,up1pc
